# Generated by tools/models/license_audit.py - do not edit by hand.
# Per-file redistribution findings across models/spice/.
# severity=restricted means the file must not ship in a distributed
# build and must not be embedded in the binary.
# pack	path	marker	severity	line	definitions	evidence
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy7130cm.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy7130cm.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy7g30cmse.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy7g30cmse.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy9130.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irhy9130.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl1004.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl1004.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl1404.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl1404.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2203s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2505.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2505.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2505s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2505s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2703.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2703.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2703s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2703s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2910.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2910.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2910s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl2910s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3103.spi	commercial-use-restricted	restricted	11	7	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3103.spi	unpublished-proprietary	review	7	7	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3103s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3103s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3302.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3302.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3303.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3303.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3303s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3303s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3402.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3402.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3705ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3713.spi	commercial-use-restricted	restricted	11	7	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3713.spi	unpublished-proprietary	review	7	7	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3714.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3714.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3803s.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl3803s.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl520.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl520.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl530n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl530n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl530ns.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl530ns.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl540.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl540.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl5nj7413.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl5nj7413.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl6903.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl6903.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl7n1404.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irl7n1404.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irlba3803.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irlba3803.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irlc1905.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irlc1905.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2203g.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2203g.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2203n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2203n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2505.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2505.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2703.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2703.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2910.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli2910.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3103.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3103.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3303.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3303.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3705n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3705n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3803.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli3803.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli530n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irli530n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz24n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz24n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz34n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz34n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz44n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irliz44n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll014.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll014.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll014n.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll014n.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll110.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll110.spi	unpublished-proprietary	review	6	6	* UNPUBLISHED LICENSED SOFTWARE *
community/ngspice-models-ugr	upstream/spice_complete/other_models/ir_lib/irll2705.spi	commercial-use-restricted	restricted	10	6	*Commercial Use or Resale Restricted *
